Connecting to /dev/ttyUSB0 @ 57600...
HEARTBEAT received: 1, 0t_ms,ch6,alt,roll,pitch,yaw
50483,2000,4.948,0.0,1.1,33.5
50674,2000,4.913,0.2,1.5,34.6
50888,2000,4.873,0.0,1.6,35.7
51080,2000,4.829,0.2,2.0,37.1
51294,2000,4.784,-0.3,2.9,38.3
51475,2000,4.743,-0.7,2.4,38.3
51666,2000,4.71,-0.5,3.1,36.5
51880,2000,4.69,-0.5,3.6,33.9
52071,2000,4.673,-1.9,3.0,32.7
52285,2000,4.658,-2.1,2.5,32.3
52477,2000,4.645,-2.2,2.1,32.5
52691,2000,4.637,-2.7,1.9,33.2
52872,2000,4.629,-2.8,1.5,34.2
53063,2000,4.621,-2.0,1.4,34.7
53277,2000,4.615,-0.8,1.9,34.8
53468,2000,4.609,-0.5,1.8,35.0
53682,2000,4.6,-0.2,1.7,35.4
53874,2000,4.59,-0.0,1.8,35.8
54088,2000,4.574,-0.2,1.6,35.5
54280,2000,4.553,-0.4,1.3,34.6
54460,2000,4.53,-0.3,1.1,33.6
54674,2000,4.505,-0.8,0.6,33.1
54865,2000,4.467,0.4,0.7,33.2
55080,2000,4.423,1.1,0.4,33.8
55271,2000,4.369,-0.4,-0.1,35.1
55485,2000,4.321,-0.6,0.4,36.3
55677,2000,4.279,-0.3,0.2,36.8
55891,2000,4.246,-1.0,0.2,35.9
56072,2000,4.22,-0.4,0.7,33.6
56263,2000,4.2,0.2,0.8,30.6
56477,2000,4.183,-0.2,0.7,28.6
56668,2000,4.17,-0.7,0.9,28.7
56882,2000,4.159,-1.0,0.6,30.4
57074,2000,4.156,-0.8,0.8,32.4
57288,2000,4.151,-0.2,1.0,33.9
57479,2000,4.149,0.2,1.4,34.6
57660,2000,4.149,0.6,2.1,34.8
57874,2000,4.149,0.8,1.7,35.1
58065,2000,4.153,1.0,1.3,35.1
58280,2000,4.149,1.1,0.7,34.8
58471,2000,4.138,1.0,1.2,34.3
58685,2000,4.129,0.7,1.2,34.2
58876,2000,4.116,0.2,1.1,34.6
59090,2000,4.104,0.2,2.0,35.0
59271,2000,4.09,0.5,1.8,34.7
59462,2000,4.077,0.8,2.0,33.6
59677,2000,4.061,1.2,2.6,32.5
59868,2000,4.045,0.7,2.0,32.0
60082,2000,4.031,0.2,2.2,32.1
60273,2000,4.012,0.1,1.7,32.6
60487,2000,3.991,0.2,1.4,32.8
60679,2000,3.969,0.3,1.4,32.9
60859,2000,3.941,-0.3,1.2,32.4
61074,2000,3.916,0.0,1.0,31.3
61265,2000,3.892,0.3,1.3,30.1
61479,2000,3.865,-0.6,1.2,29.2
61671,2000,3.839,-0.8,0.5,28.9
61884,2000,3.82,-0.9,0.8,29.2
62076,2000,3.812,-0.5,0.6,29.6
62290,2000,3.809,0.1,0.5,29.5
62471,2000,3.806,0.8,1.1,29.4
62662,2000,3.8,0.7,1.0,29.6
62877,2000,3.798,0.5,1.1,30.2
63067,2000,3.796,0.3,0.7,30.2
63282,2000,3.791,0.3,1.1,29.2
63473,2000,3.78,0.4,1.0,27.5
63687,2000,3.774,-0.3,1.3,26.6
63867,2000,3.784,-1.0,1.3,27.0
64059,2000,3.803,-1.0,1.2,28.3
64274,2000,3.818,-1.4,1.3,30.3
64465,2000,3.826,-1.3,1.0,32.2
64679,2000,3.833,-0.9,1.0,33.3
64870,2000,3.846,-0.6,1.4,33.4
65084,2000,3.857,-0.5,1.8,33.0
65276,2000,3.866,0.2,1.5,32.4
65490,2000,3.867,0.8,1.7,32.1
65671,2000,3.856,0.4,2.0,32.7
65862,2000,3.849,0.1,1.1,33.4
66076,2000,3.842,0.8,1.3,33.4
66267,2000,3.821,1.0,1.6,32.9
66481,2000,3.8,0.6,1.9,32.6
66673,2000,3.778,0.3,1.1,33.2
66887,2000,3.76,0.6,1.6,33.7
67078,2000,3.75,0.1,2.0,33.9
67259,2000,3.745,0.5,1.8,33.2
67473,2000,3.748,0.8,1.7,32.5
67664,2000,3.758,0.6,2.6,32.4
67879,2000,3.768,0.8,2.6,32.0
68070,2000,3.773,1.1,2.6,30.8
68284,2000,3.778,0.8,2.7,29.1
68476,2000,3.773,0.0,2.0,28.0
68689,2000,3.762,0.5,1.8,28.7
68881,2000,3.755,-0.1,0.9,31.6
69061,2000,3.755,-1.1,0.5,35.9
69276,2000,3.756,-0.8,0.3,38.8
69467,2000,3.749,0.3,0.5,38.4
69681,2000,3.729,0.7,1.1,35.0
69873,2000,3.699,1.0,2.4,30.7
70087,2000,3.668,1.5,2.1,27.9
70278,2000,3.654,2.1,1.9,27.0
70459,2000,3.649,2.7,2.1,28.2
70673,2000,3.644,2.0,1.5,30.7
70864,2000,3.635,1.3,1.8,33.4
71079,2000,3.626,1.8,1.6,35.3
71270,2000,3.623,1.9,1.6,36.2
71484,2000,3.624,1.0,2.3,36.5
71675,2000,3.628,0.6,2.5,36.0
71889,2000,3.638,-0.1,2.9,35.2
72070,2000,3.654,-0.3,2.6,34.3
72261,2000,3.667,0.2,2.4,33.3
72476,2000,3.673,0.0,1.8,32.5
72667,2000,3.681,0.3,1.4,32.0
72881,2000,3.689,0.6,1.3,32.1
73072,2000,3.691,-0.2,0.4,33.0
73286,2000,3.693,-0.7,0.3,34.1
73478,2000,3.695,0.7,1.0,34.4
73658,2000,3.703,1.0,1.2,34.5
73873,2000,3.725,1.2,1.7,34.3
74064,2000,3.745,2.3,2.1,34.6
74278,2000,3.757,1.7,1.6,35.4
74469,2000,3.764,0.8,2.2,35.8
74683,2000,3.762,-0.1,3.4,35.1
74875,2000,3.755,-0.7,3.2,33.3
75089,2000,3.746,-1.8,3.3,31.8
75270,2000,3.734,-1.5,2.6,31.2
75461,2000,3.721,-1.1,2.3,31.6
75675,2000,3.709,-1.0,2.4,32.8
75866,2000,3.696,-0.6,2.6,33.9
76080,2000,3.688,-0.1,2.9,34.3
76272,2000,3.688,0.0,2.7,34.0
76486,2000,3.688,0.1,3.0,33.4
76678,2000,3.687,0.2,2.8,32.9
76869,2000,3.7,-0.6,2.6,32.5
77072,2000,3.716,-0.7,3.0,32.4
77263,2000,3.724,-0.9,2.9,32.5
77478,2000,3.726,-1.0,2.8,32.6
77669,2000,3.725,-0.5,3.1,32.7
77883,2000,3.723,-0.5,3.1,33.0
78075,2000,3.721,-0.6,2.8,33.5
78289,2000,3.724,-0.7,3.3,34.3
78469,2000,3.735,-0.6,2.8,35.5
78661,2000,3.746,-0.2,2.8,36.6
78875,2000,3.755,0.1,2.7,36.6
79066,2000,3.758,0.3,2.7,35.3
79280,2000,3.758,-0.5,3.0,33.7
79472,2000,3.749,-0.3,2.9,32.7
79686,2000,3.733,-1.3,2.3,32.6
79877,2000,3.712,-1.0,2.4,32.3
80058,2000,3.692,-0.6,2.7,31.9
80272,2000,3.685,-0.6,2.5,31.4
80463,2000,3.684,-0.5,2.4,31.3
80678,2000,3.681,-1.3,2.4,31.5
80869,2000,3.679,-1.2,2.0,30.9
81083,2000,3.679,-1.0,2.1,30.4
81274,2000,3.67,-1.1,1.7,30.2
81488,2000,3.655,-1.3,1.5,30.5
81669,2000,3.632,-1.6,1.5,31.0
81860,2000,3.607,-1.3,1.5,31.3
82075,2000,3.594,-1.7,1.0,31.8
82266,2000,3.599,-1.2,0.7,32.4
82480,2000,3.599,-0.2,0.7,32.5
82671,2000,3.607,-0.3,1.4,32.5
82885,2000,3.623,0.2,1.0,32.8
83077,2000,3.635,0.0,1.0,33.3
83257,2000,3.643,0.3,1.2,32.8
83472,2000,3.646,-0.0,1.5,32.5
83663,2000,3.65,0.2,1.5,32.3
83877,2000,3.649,0.5,1.3,32.3
84069,2000,3.642,0.2,1.8,32.4
84282,2000,3.633,-0.3,2.1,32.5
84474,2000,3.622,-0.9,2.7,32.3
84688,2000,3.612,-1.2,3.3,31.8
84869,2000,3.604,-0.8,3.2,31.9
85060,2000,3.599,-1.3,3.1,32.8
85275,2000,3.592,-1.2,3.6,33.4
85466,2000,3.583,0.6,3.2,33.1
85679,2000,3.568,1.6,2.3,32.7
85871,2000,3.549,1.5,2.3,32.7
86085,2000,3.529,1.3,1.7,32.8
86277,2000,3.506,0.8,1.4,32.9
86457,2000,3.487,0.6,1.9,33.2
86672,2000,3.469,0.4,2.1,33.2
86863,2000,3.456,-0.0,1.8,33.1
87077,2000,3.455,-0.2,2.3,32.9
87268,2000,3.458,0.7,2.0,32.4
87482,2000,3.468,-0.1,2.0,32.5
87674,2000,3.47,0.5,2.6,32.9
87888,2000,3.468,1.4,2.3,33.9
88068,2000,3.467,0.6,2.2,34.9
88260,2000,3.47,0.4,2.4,35.5
88474,2000,3.478,0.5,2.8,35.4
88665,2000,3.484,0.2,3.0,34.5
88879,2000,3.484,0.5,3.2,33.1
89071,2000,3.482,0.1,3.2,31.9
89262,2000,3.474,-0.2,3.0,31.1
89476,2000,3.469,-0.1,3.2,30.8
89690,2000,3.468,-0.6,3.0,30.9
89871,2000,3.46,-0.8,3.0,31.0
90062,2000,3.462,-0.7,2.7,30.8
90277,2000,3.474,-0.6,2.4,30.6
90468,2000,3.479,-0.7,2.2,30.5
90682,2000,3.479,-1.0,2.1,30.7
90873,2000,3.474,-1.0,2.0,30.8
91087,2000,3.464,-0.7,2.2,31.0
91279,2000,3.45,-0.1,2.1,31.3
91459,2000,3.435,0.6,2.1,31.6
91674,2000,3.421,0.9,1.8,31.9
91865,2000,3.411,0.6,2.3,32.2
92079,2000,3.399,1.4,2.1,31.9
92271,2000,3.389,1.4,2.2,31.3
92485,2000,3.381,0.6,2.5,31.3
92676,2000,3.374,0.7,2.2,31.3
92856,2000,3.366,0.7,2.4,31.5
93071,2000,3.355,-0.1,2.7,32.3
93262,2000,3.349,0.1,2.8,33.0
93487,2000,3.346,0.3,2.9,33.4
93657,2000,3.342,0.4,2.5,33.7
93859,2000,3.327,0.2,2.8,34.0
94073,2000,3.306,-0.1,2.9,33.8
94287,2000,3.289,-0.3,3.1,33.1
94468,2000,3.273,-0.4,2.9,32.6
94659,2000,3.261,-0.8,2.9,32.8
94874,2000,3.258,-0.4,2.8,32.9
95065,2000,3.251,0.3,2.7,33.0
95279,2000,3.235,-0.0,2.2,32.9
95459,2000,3.215,-0.4,2.7,32.6
95684,2000,3.195,-0.3,2.9,32.3
95876,2000,3.175,-1.0,3.1,32.0
96056,2000,3.155,-0.7,3.3,31.5
96270,2000,3.138,-0.2,3.2,31.1
96462,2000,3.123,0.4,2.2,31.0
96676,2000,3.117,0.2,1.8,31.9
96868,2000,3.109,-0.4,2.5,32.7
97082,2000,3.095,-0.4,1.8,33.5
97273,2000,3.083,-0.6,1.6,34.1
97487,2000,3.066,-0.3,2.4,35.0
97668,2000,3.052,-0.2,1.9,35.4
97859,2000,3.046,0.8,2.1,35.2
98073,2000,3.044,0.9,2.3,34.1
98265,2000,3.043,1.1,1.8,32.5
98478,2000,3.04,1.3,2.0,30.6
98670,2000,3.034,1.7,1.8,29.3
98884,2000,3.023,0.7,1.4,29.2
99076,2000,3.01,1.1,2.2,29.9
99289,2000,2.992,1.0,2.2,31.0
99470,2000,2.972,0.2,2.0,32.2
99662,2000,2.952,0.1,2.0,33.2
99876,2000,2.933,0.8,1.7,33.6
100067,2000,2.911,0.6,1.7,33.7
100281,2000,2.882,0.1,1.3,33.4
100473,2000,2.857,0.3,1.5,33.0
Landing...
101086,2000,2.84,-0.2,1.4,33.5
101238,2000,2.825,0.2,1.3,34.4
101391,2000,2.805,0.7,1.0,35.3
101542,2000,2.774,2.2,1.9,35.3
101694,2000,2.724,2.6,1.9,34.2
101846,2000,2.655,2.6,2.2,32.6
101998,2000,2.584,1.7,2.3,32.1
102150,2000,2.515,1.2,2.0,32.4
102352,2000,2.454,2.0,2.1,33.0
102554,2000,2.397,1.0,2.0,34.4
102756,2000,2.351,0.5,0.4,36.0
102958,2000,2.328,1.9,-1.0,36.0
103161,2000,2.298,2.4,0.5,33.7
103363,2000,2.3,0.7,2.1,32.2
103565,2000,2.318,-0.9,2.8,32.2
103767,2000,2.337,-0.9,2.8,33.4
103969,2000,2.354,-0.9,2.8,32.8
104172,2000,2.375,-0.9,2.8,31.8
104374,2000,2.403,-0.9,2.8,31.3
104576,2000,2.432,-0.9,2.8,30.9
104778,2000,2.459,-0.9,2.8,30.6
104981,2000,2.482,-0.9,2.8,30.4
105183,2000,2.501,-0.9,2.8,30.2
105385,2000,2.513,-0.9,2.8,30.1
105588,2000,2.465,-0.9,2.8,29.8
105790,2000,2.268,-0.9,2.8,29.3
105992,2000,2.04,-0.9,2.8,28.6
106194,2000,1.82,-0.9,2.8,28.1
106346,2000,1.628,-0.9,2.8,27.6
106549,2000,1.465,-0.9,2.8,27.2
106751,2000,1.323,-0.9,2.8,26.8
106953,2000,1.202,-0.9,2.8,26.5
107156,2000,1.091,-0.9,2.8,26.2
107358,2000,0.994,-0.9,2.8,26.0
107560,2000,0.915,-0.9,2.8,25.7
107762,2000,0.843,-0.9,2.8,25.5
107964,2000,0.774,-0.9,2.8,25.2
108166,2000,0.716,-0.9,2.8,25.0
108369,2000,0.665,-0.9,2.8,24.8
108571,2000,0.615,-0.9,2.8,24.7
108773,2000,0.566,-0.9,2.8,24.5
108975,2000,0.523,-0.9,2.8,24.4
109177,2000,0.481,-0.9,2.8,24.2
