Connecting to /dev/serial/by-id/usb-FTDI_FT232R_USB_UART_A5XK3RJT-if00-port0 @ 57600...
HEARTBEAT received: 0, 0
t_ms,ch6,alt,roll,pitch,yaw
20901,1000,0.969,0.3,-0.1,6.5
20975,1000,0.969,0.3,-0.1,6.5
21069,1000,0.969,0.3,-0.1,6.5
21188,1000,0.971,0.3,-0.1,6.5
21306,1000,0.972,0.3,-0.1,6.5
21379,1000,0.973,0.3,-0.1,6.5
21497,1000,0.973,0.3,-0.1,6.5
21593,1000,0.974,0.4,-0.1,6.5
21689,1000,0.976,0.4,-0.1,6.5
21787,1000,0.979,0.4,-0.1,6.5
21861,1000,0.98,0.4,-0.1,6.5
22000,1000,0.982,0.4,-0.1,6.5
22098,1000,0.983,0.4,-0.1,6.5
22171,1000,0.984,0.4,-0.1,6.5
22266,1000,0.982,0.4,-0.1,6.5
22384,1000,0.98,0.4,-0.1,6.5
22499,1000,0.978,0.4,-0.1,6.5
22576,2000,0.978,0.4,-0.1,6.5
Arming motors...
[FCU] Warning: Arming Checks Disabled
Armed
Takeoff to 4 m...
24999,2000,0.018,0.4,-0.1,6.6
25060,2000,0.022,0.4,-0.1,6.6
25122,2000,0.026,0.4,-0.1,6.6
25183,2000,0.029,0.4,-0.1,6.6
25245,2000,0.032,0.4,-0.1,6.6
25307,2000,0.036,0.4,-0.1,6.6
25368,2000,0.039,0.4,-0.1,6.6
25430,2000,0.044,0.4,-0.1,6.6
25491,2000,0.05,0.4,-0.1,6.6
25553,2000,0.055,0.4,-0.1,6.6
25615,2000,0.061,0.4,-0.1,6.6
25676,2000,0.068,0.4,-0.1,6.6
25738,2000,0.075,0.4,-0.1,6.6
25799,2000,0.081,0.4,-0.1,6.6
25861,2000,0.089,0.4,-0.1,6.6
25923,2000,0.097,0.4,-0.1,6.6
25984,2000,0.108,0.4,-0.1,6.6
26046,2000,0.118,0.4,-0.1,6.6
26107,2000,0.129,0.4,-0.1,6.6
26169,2000,0.141,0.4,-0.1,6.6
26231,2000,0.155,0.4,-0.1,6.7
26292,2000,0.167,0.4,-0.1,6.7
26354,2000,0.182,0.4,-0.1,6.6
26416,2000,0.194,0.3,-0.1,6.7
26477,2000,0.206,0.4,-0.1,6.7
26539,2000,0.215,0.4,-0.1,6.7
26600,2000,0.223,0.3,-0.2,6.8
26662,2000,0.229,0.3,-0.1,6.9
26723,2000,0.232,0.1,-0.1,7.3
26785,2000,0.235,-0.2,-0.1,7.8
26847,2000,0.241,-0.6,0.3,8.2
26909,2000,0.251,-1.8,1.1,8.6
26971,2000,0.269,-1.9,1.5,9.5
27032,2000,0.297,-2.4,1.2,10.9
27094,2000,0.337,-1.7,0.6,12.4
27156,2000,0.391,-1.0,0.1,13.9
27218,2000,0.456,-0.2,0.4,15.4
27300,2000,0.536,0.4,0.3,16.6
27402,2000,0.636,1.6,0.1,17.6
27504,2000,0.757,2.5,-0.1,18.1
27586,2000,0.88,2.6,-0.2,18.2
27708,2000,1.029,2.5,-0.4,17.9
27810,2000,1.2,1.9,-0.4,17.4
27912,2000,1.386,0.7,-0.4,17.2
27994,2000,1.578,-0.7,-0.3,17.0
28076,2000,1.77,-1.1,0.1,16.7
28198,2000,1.96,-1.1,0.7,16.2
28300,2000,2.143,-1.0,1.5,15.7
28402,2000,2.319,-1.4,2.5,15.0
28484,2000,2.485,-2.0,3.0,14.2
[FCU] EKF3 IMU1 MAG1 in-flight yaw alignment complete
28607,2000,2.644,-2.1,3.0,13.2
[FCU] EKF3 IMU0 MAG1 in-flight yaw alignment complete
28709,2000,2.795,-2.2,2.5,12.7
28811,2000,2.933,-2.5,1.9,11.8
28913,2000,3.059,-2.7,1.6,10.4
28995,2000,3.177,-2.8,1.7,9.0
29076,2000,3.28,-3.1,2.0,8.5
29199,2000,3.375,-3.2,1.6,8.8
29300,2000,3.462,-3.0,0.9,9.4
29402,2000,3.541,-2.8,0.2,9.8
29505,2000,3.616,-2.4,-0.0,10.1
29607,2000,3.681,-2.2,0.0,10.2
29709,2000,3.74,-2.1,0.1,10.2
29811,2000,3.789,-2.2,0.1,10.1
29913,2000,3.832,-1.9,0.6,9.8
33437,2000,3.868,-1.9,0.8,9.6
33470,2000,3.898,-2.0,0.6,9.3
33503,2000,3.924,-1.8,0.7,9.0
33536,2000,3.944,-1.7,0.7,8.8
33569,2000,3.96,-1.5,0.5,8.6
33602,2000,3.969,-1.5,0.2,8.3
33635,2000,3.975,-1.7,-0.3,8.1
33668,2000,3.976,-1.5,-0.6,7.9
33701,2000,3.976,-1.1,-0.7,7.7
33733,2000,3.969,-1.2,-0.5,7.6
33766,2000,3.959,-1.5,-0.1,7.7
33799,2000,3.949,-1.7,0.0,7.8
33832,2000,3.942,-1.8,-0.1,7.9
33865,2000,3.936,-1.9,-0.4,8.1
33898,2000,3.934,-1.6,-0.2,8.2
33931,2000,3.932,-1.4,-0.0,8.2
33964,2000,3.932,-1.2,-0.2,8.0
33997,2000,3.934,-1.6,-0.2,7.4
34030,2000,3.933,-2.5,-0.2,6.7
34063,2000,3.932,-2.4,-0.4,6.1
34096,2000,3.93,-2.0,-0.5,5.7
34129,2000,3.928,-2.2,-0.7,5.4
34161,2000,3.924,-2.8,-0.8,5.2
34194,2000,3.917,-3.3,-0.5,5.0
34227,2000,3.905,-3.5,-0.3,4.9
34260,2000,3.895,-4.0,-0.6,4.7
34293,2000,3.883,-3.9,-0.9,4.3
34325,2000,3.872,-3.0,-1.2,3.8
34358,2000,3.86,-2.0,-1.3,3.2
34403,2000,3.842,-1.2,-0.4,2.7
34564,2000,3.72,-0.6,2.0,5.9
34663,2000,3.722,-1.5,3.0,5.3
34760,2000,3.723,-2.7,1.4,4.6
34846,2000,3.719,-2.7,-0.1,3.8
34934,2000,3.713,-1.9,-0.8,2.9
35063,2000,3.703,-0.8,-0.5,2.0
35161,2000,3.693,-0.3,-0.1,1.3
35248,2000,3.68,-1.0,0.4,0.9
35335,2000,3.668,-1.2,0.7,0.9
35476,2000,3.658,-1.0,1.2,1.2
35563,2000,3.648,-1.0,1.5,1.9
35669,2000,3.64,-0.8,1.3,3.0
35732,2000,3.629,-0.8,0.7,4.4
35857,2000,3.617,-1.1,0.4,6.1
35962,2000,3.602,-1.2,0.2,7.8
36046,2000,3.581,-1.6,0.2,9.5
36130,2000,3.56,-1.9,-0.1,11.1
36256,2000,3.536,-2.3,-0.6,12.5
36360,2000,3.514,-2.7,-0.5,13.6
36465,2000,3.489,-3.0,-0.0,14.3
36549,2000,3.467,-3.1,0.0,14.5
36654,2000,3.444,-3.2,-0.9,14.5
36758,2000,3.423,-2.9,-1.3,14.3
36853,2000,3.396,-2.2,-0.6,14.0
36927,2000,3.381,-1.8,0.5,14.1
37063,2000,3.362,-1.6,1.1,14.3
37146,2000,3.347,-1.6,0.9,14.6
37230,2000,3.324,-1.7,0.7,14.6
37356,2000,3.305,-1.7,1.1,14.5
37461,2000,3.288,-1.5,1.5,14.5
37545,2000,3.276,-1.5,1.3,14.6
37629,2000,3.262,-1.2,0.9,14.8
37755,2000,3.249,-0.9,0.4,15.1
37849,2000,3.232,-1.0,0.2,15.1
37933,2000,3.22,-0.9,-0.1,14.8
38059,2000,3.206,-0.7,-0.3,14.1
38153,2000,3.198,-0.5,-0.6,13.1
38247,2000,3.188,-0.6,-0.7,11.9
38332,2000,3.18,-0.9,-0.7,10.5
38457,2000,3.17,-0.6,-0.4,9.1
38563,2000,3.162,-0.2,-0.2,7.8
38657,2000,3.151,0.2,-0.4,6.8
38752,2000,3.142,0.1,-0.4,6.1
38825,2000,3.129,0.3,-0.6,5.6
38961,2000,3.117,-0.0,-0.5,5.6
39055,2000,3.103,-0.3,-0.4,5.8
39160,2000,3.091,-0.0,-0.3,6.3
39244,2000,3.078,0.0,-0.2,6.9
39328,2000,3.067,-0.1,0.1,7.7
39453,2000,3.053,-0.4,0.3,8.4
39548,2000,3.039,-0.7,0.8,9.1
39632,2000,3.028,-0.6,1.9,9.9
39757,2000,3.018,-0.8,2.4,10.6
39842,2000,3.002,-1.3,2.4,11.4
39926,2000,2.986,-1.3,2.0,11.9
40062,2000,2.971,-0.5,1.7,12.3
40146,2000,2.957,-0.2,1.6,12.6
40230,2000,2.934,-0.4,1.6,12.7
40334,2000,2.917,-0.8,1.2,13.0
40460,2000,2.897,-1.6,0.8,13.7
40565,2000,2.885,-2.3,0.7,14.6
40649,2000,2.872,-2.7,1.2,15.5
40733,2000,2.865,-2.6,1.6,15.8
40848,2000,2.857,-1.9,1.6,15.4
40932,2000,2.852,-1.0,1.3,14.5
41058,2000,2.848,-0.6,1.0,13.2
41163,2000,2.847,-0.5,1.0,11.7
41247,2000,2.84,-0.6,0.9,10.0
41331,2000,2.837,-0.7,0.5,8.4
41456,2000,2.837,-0.5,0.2,7.0
41551,2000,2.839,0.2,0.3,5.9
41624,2000,2.842,0.4,0.6,4.8
41760,2000,2.845,0.5,0.9,4.1
41854,2000,2.844,0.5,1.2,3.6
41949,2000,2.84,0.6,1.2,3.5
42033,2000,2.835,1.1,1.2,3.2
42158,2000,2.826,1.8,1.0,2.8
42253,2000,2.81,2.0,1.1,2.4
42357,2000,2.793,1.8,1.0,2.1
42462,2000,2.77,1.3,0.7,1.9
42547,2000,2.749,0.9,0.4,1.9
42630,2000,2.725,0.8,0.3,2.1
42756,2000,2.706,0.6,0.0,2.7
42861,2000,2.678,0.6,-0.1,3.7
42955,2000,2.658,0.6,-0.4,5.2
43049,2000,2.63,0.2,-1.3,6.8
43123,2000,2.609,-0.2,-1.8,8.2
43259,2000,2.581,-0.4,-1.2,9.4
43353,2000,2.557,-0.7,-0.6,10.1
43458,2000,2.541,-0.6,-0.4,10.4
43553,2000,2.529,-0.7,-0.5,10.6
43658,2000,2.52,-0.5,-0.4,10.6
43752,2000,2.518,-0.3,-0.2,10.8
43857,2000,2.518,-0.0,0.1,11.1
43952,2000,2.523,0.2,0.2,11.4
44025,2000,2.53,0.6,0.5,11.8
44161,2000,2.539,0.7,0.5,12.4
44255,2000,2.549,1.2,0.6,13.0
44349,2000,2.559,1.3,0.9,13.6
44423,2000,2.564,1.0,1.0,14.5
44559,2000,2.569,0.8,0.1,15.7
44665,2000,2.572,0.6,-1.1,17.2
44748,2000,2.572,0.6,-2.0,18.4
44853,2000,2.571,0.4,-2.3,19.2
44958,2000,2.569,0.1,-1.8,19.7
45063,2000,2.566,0.8,-1.6,19.8
45147,2000,2.561,1.4,-2.1,19.5
45230,2000,2.561,2.0,-2.8,18.6
45356,2000,2.559,1.9,-3.1,17.2
45461,2000,2.557,1.4,-3.3,15.4
45545,2000,2.554,0.8,-3.1,13.2
45649,2000,2.553,0.2,-2.6,10.8
45754,2000,2.55,-0.2,-1.9,8.5
45859,2000,2.541,-0.7,-1.0,6.5
45953,2000,2.529,-0.8,-0.8,4.7
46057,2000,2.513,-0.5,-0.3,3.3
46152,2000,2.495,-0.2,0.5,2.5
46246,2000,2.48,0.4,1.2,1.9
46351,2000,2.465,0.5,2.4,2.1
46455,2000,2.45,1.0,3.0,2.7
46561,2000,2.434,1.1,2.9,3.7
46655,2000,2.416,1.2,2.4,5.2
46749,2000,2.399,1.5,2.0,7.1
46823,2000,2.384,1.5,2.0,9.2
46959,2000,2.373,1.3,1.9,11.3
47054,2000,2.36,0.6,1.6,13.0
47148,2000,2.351,0.1,1.4,14.2
47232,2000,2.345,-0.5,0.8,14.6
47357,2000,2.34,-0.8,0.0,14.2
47462,2000,2.335,-1.0,-0.7,13.3
47546,2000,2.333,-0.3,-0.7,11.7
47652,2000,2.33,1.0,-0.2,9.6
47756,2000,2.325,1.5,-0.6,7.2
47861,2000,2.319,2.2,-0.2,4.9
47944,2000,2.316,2.5,0.6,2.8
48028,2000,2.313,2.7,1.2,1.2
48154,2000,2.309,3.2,1.6,0.1
48259,2000,2.298,3.0,2.0,-0.5
48353,2000,2.288,3.2,1.8,-0.2
48426,2000,2.278,2.9,1.4,0.8
48552,2000,2.267,2.3,2.0,2.6
48646,2000,2.252,1.8,2.0,5.0
48730,2000,2.24,1.2,2.1,7.7
48835,2000,2.224,1.2,1.8,10.6
48951,2000,2.209,1.0,0.5,12.9
49024,2000,2.19,1.3,0.0,14.8
49160,2000,2.177,1.7,0.0,15.9
49254,2000,2.167,2.1,0.1,16.3
49349,2000,2.162,1.8,0.0,16.1
49433,2000,2.159,1.6,-0.7,15.5
49559,2000,2.158,2.0,-1.4,14.7
49653,2000,2.16,2.2,-1.6,13.6
49748,2000,2.163,2.5,-1.6,12.4
49853,2000,2.167,1.8,-2.1,11.2
49958,2000,2.171,1.4,-2.2,10.1
50063,2000,2.175,2.0,-1.8,9.1
50146,2000,2.178,2.2,-1.7,8.5
50230,2000,2.18,1.9,-2.2,8.2
50356,2000,2.179,1.8,-2.5,8.0
50461,2000,2.171,2.0,-3.3,7.9
50545,2000,2.162,2.6,-3.3,7.7
50650,2000,2.157,2.6,-2.5,7.5
50755,2000,2.148,1.6,-2.4,7.4
50860,2000,2.135,1.4,-2.5,7.4
50964,2000,2.12,1.2,-2.0,7.5
51048,2000,2.108,1.0,-1.4,7.7
51154,2000,2.097,0.6,-1.2,8.1
51248,2000,2.091,0.3,-1.1,8.7
51332,2000,2.085,-0.1,-0.8,9.6
51457,2000,2.084,-0.2,-0.8,10.6
51563,2000,2.084,-0.0,-0.9,11.5
51657,2000,2.094,0.3,-0.3,12.1
51752,2000,2.102,0.5,0.3,12.2
51825,2000,2.116,1.0,0.5,11.8
51961,2000,2.124,1.3,0.2,11.2
52056,2000,2.135,1.8,-0.1,10.2
52150,2000,2.139,2.3,-0.3,8.8
52224,2000,2.138,2.6,-0.1,7.1
52360,2000,2.131,2.5,0.0,5.6
52464,2000,2.12,2.3,0.2,4.0
52549,2000,2.104,2.4,0.2,2.6
52654,2000,2.083,2.4,-0.2,1.2
52758,2000,2.061,2.1,-0.8,0.1
52853,2000,2.037,1.3,-1.1,-0.5
52927,2000,2.014,0.4,-1.3,-0.6
53053,2000,1.993,-0.1,-1.2,-0.2
53157,2000,1.973,-0.2,-0.9,0.7
53252,2000,1.95,-0.6,-0.5,1.8
53356,2000,1.93,-1.0,-0.3,3.3
53451,2000,1.903,-1.4,0.2,4.9
53556,2000,1.885,-1.7,0.8,6.6
53650,2000,1.87,-1.3,1.0,8.4
53724,2000,1.858,-1.0,1.0,10.0
53860,2000,1.848,-0.5,1.2,11.0
53954,2000,1.844,0.0,1.4,11.8
54058,2000,1.84,0.4,1.6,12.4
54153,2000,1.838,0.4,1.5,12.6
54226,2000,1.842,1.3,1.0,12.3
54342,2000,1.848,2.3,0.9,11.8
54467,2000,1.857,2.6,1.0,10.9
54530,2000,1.865,1.9,0.6,10.2
54656,2000,1.874,1.1,0.1,9.7
54761,2000,1.881,0.0,-0.2,9.4
54855,2000,1.89,-0.8,0.2,9.3
54949,2000,1.896,-0.9,0.4,9.2
55054,2000,1.898,-0.9,0.6,9.0
55159,2000,1.898,-0.6,0.6,8.9
55253,2000,1.897,-0.2,0.5,8.8
55358,2000,1.893,0.1,0.1,8.8
55462,2000,1.891,0.5,-0.2,8.9
55547,2000,1.887,0.6,-0.4,9.2
55630,2000,1.885,0.9,-0.5,9.4
55756,2000,1.879,1.6,-0.5,9.4
55850,2000,1.874,2.0,-0.4,9.1
55924,2000,1.865,2.3,-0.2,8.6
56060,2000,1.857,2.8,-0.0,8.1
56144,2000,1.847,3.3,-0.4,7.8
56227,2000,1.836,3.5,-1.1,7.6
56353,2000,1.823,3.6,-1.4,7.5
56457,2000,1.809,3.8,-1.9,7.4
56562,2000,1.795,4.2,-1.9,7.3
56647,2000,1.775,3.9,-1.3,7.3
56730,2000,1.756,3.2,-1.1,7.3
56856,2000,1.739,2.5,-1.3,7.3
56950,2000,1.723,1.9,-1.9,7.4
57024,2000,1.709,1.8,-2.6,7.5
57160,2000,1.698,1.5,-2.4,7.7
57265,2000,1.683,1.5,-2.0,7.7
57349,2000,1.67,1.7,-1.7,7.6
57432,2000,1.658,1.0,-1.5,7.4
57558,2000,1.649,0.7,-1.4,7.2
57663,2000,1.639,0.6,-1.2,6.9
57747,2000,1.632,0.8,-0.9,6.6
57830,2000,1.626,1.1,-0.6,6.3
57956,2000,1.625,1.4,-0.6,5.9
58061,2000,1.62,1.7,-0.5,5.5
58145,2000,1.619,1.7,-0.3,5.1
58229,2000,1.615,2.0,-0.3,4.8
58354,2000,1.615,2.2,-0.5,4.7
58458,2000,1.616,2.3,-0.5,4.9
58553,2000,1.62,2.2,-0.5,5.5
58658,2000,1.627,1.7,0.1,6.5
58752,2000,1.634,1.3,0.3,7.6
58857,2000,1.638,1.3,0.4,8.7
58951,2000,1.642,1.5,0.1,9.5
59056,2000,1.647,2.0,-0.1,10.0
59150,2000,1.65,2.2,-0.1,10.3
59224,2000,1.649,1.9,0.0,10.5
59360,2000,1.647,1.7,0.1,10.4
59454,2000,1.644,1.9,-0.3,9.9
59549,2000,1.641,2.0,-0.3,9.4
59623,2000,1.636,2.0,-0.1,8.7
59759,2000,1.631,1.8,-0.2,8.0
59853,2000,1.625,1.3,-0.5,7.4
59947,2000,1.62,0.9,-0.7,6.7
60021,2000,1.614,0.8,-0.7,6.3
60157,2000,1.608,0.8,-0.5,6.1
60262,2000,1.603,0.5,-0.5,6.1
60356,2000,1.598,0.3,-0.5,6.3
60461,2000,1.597,0.4,-0.4,6.7
60545,2000,1.596,0.5,-0.4,7.2
60650,2000,1.595,0.5,-0.6,7.8
60755,2000,1.595,0.4,-0.9,8.2
60849,2000,1.596,0.2,-1.2,8.7
60923,2000,1.595,0.4,-1.5,8.8
61059,2000,1.596,0.5,-1.5,8.6
61143,2000,1.596,0.8,-1.2,8.0
61226,2000,1.597,1.1,-0.6,7.2
61352,2000,1.596,0.9,-0.3,6.5
61457,2000,1.592,0.7,-0.1,5.9
61552,2000,1.585,0.7,-0.1,5.5
61646,2000,1.577,1.0,-0.4,5.3
61731,2000,1.568,1.1,-1.0,5.2
61856,2000,1.557,1.3,-1.5,5.1
61961,2000,1.545,1.9,-1.4,5.0
