Connecting to /dev/ttyUSB0 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,roll,pitch,yaw
35733,2000,0.695,-2.0,-1.6,54.5
35885,2000,0.9,-2.7,-0.2,52.9
[FCU] EKF3 IMU1 MAG0 ground mag anomaly, yaw re-aligned
36088,2000,1.108,-2.4,0.4,51.5
36240,2000,1.322,-1.6,0.2,49.7
36392,2000,1.531,-0.9,-0.2,47.4
36544,2000,1.74,-0.7,-0.4,45.4
36696,2000,1.94,-0.6,-0.6,44.0
36848,2000,2.133,-0.9,-0.8,43.6
37000,2000,2.295,-0.9,-0.9,44.0
37152,2000,2.461,-0.9,-1.0,45.1
37304,2000,2.601,-0.9,-1.2,46.5
[FCU] EKF3 IMU0 MAG0 in-flight yaw alignment complete
37506,2000,2.746,-1.1,-1.4,42.8
37659,2000,2.866,-1.0,-1.6,44.8
37913,2000,4.1,0.9,-0.2,45.1
38065,2000,4.105,0.7,-0.2,45.4
38218,2000,4.109,0.5,-0.3,45.8
38370,2000,4.111,0.2,-0.5,45.9
38522,2000,4.11,-0.1,-0.5,45.8
38674,2000,4.103,-0.4,-0.5,45.6
38826,2000,4.093,-0.6,-0.3,45.4
38978,2000,4.079,-0.8,-0.2,44.9
39130,2000,4.066,-1.3,-0.1,44.5
39282,2000,4.052,-1.5,-0.2,44.9
39434,2000,4.04,-0.9,-0.3,45.3
39586,2000,4.026,-0.5,-0.4,45.3
39738,2000,4.014,-0.7,-0.6,45.3
39891,2000,3.999,-1.0,-0.9,44.7
40043,2000,3.989,-1.9,-1.2,44.4
40194,2000,3.974,-2.2,-1.5,44.1
40346,2000,3.965,-2.5,-1.4,44.1
40498,2000,3.953,-2.4,-1.3,44.1
40650,2000,3.945,-2.3,-1.4,44.4
40802,2000,3.934,-2.4,-1.6,44.4
40954,2000,3.928,-2.8,-1.9,44.6
41106,2000,3.92,-2.9,-2.1,44.9
41258,2000,3.919,-3.1,-2.5,45.5
41411,2000,3.917,-3.2,-2.9,45.8
41563,2000,3.919,-3.2,-3.2,46.1
41715,2000,3.917,-3.0,-3.2,46.0
41867,2000,3.918,-2.8,-3.3,46.1
42019,2000,3.914,-2.4,-3.3,46.2
42171,2000,3.914,-2.2,-3.1,46.3
42323,2000,3.914,-1.9,-2.9,45.9
42475,2000,3.918,-1.7,-3.3,45.5
42627,2000,3.918,-1.4,-3.5,45.0
42779,2000,3.922,-1.3,-3.7,44.7
42931,2000,3.917,-1.1,-3.6,44.5
43083,2000,3.918,-0.8,-3.6,44.5
43235,2000,3.911,-0.6,-3.5,44.6
43387,2000,3.911,-0.5,-3.4,44.9
43539,2000,3.904,-0.2,-3.2,45.1
43691,2000,3.904,-0.0,-3.1,45.4
43843,2000,3.9,0.3,-2.9,45.5
43995,2000,3.902,0.8,-2.9,45.5
44147,2000,3.899,1.1,-2.7,45.5
44299,2000,3.904,1.2,-2.6,45.5
44451,2000,3.914,1.3,-2.5,45.3
44603,2000,3.926,1.6,-2.4,45.2
44755,2000,3.934,1.7,-2.1,45.4
44907,2000,3.946,1.5,-2.0,45.6
45060,2000,3.962,1.5,-1.9,45.5
45212,2000,3.979,2.0,-1.9,45.4
45364,2000,3.994,2.3,-1.9,45.5
45516,2000,4.008,2.5,-1.8,45.6
45668,2000,4.013,2.3,-1.6,45.8
45820,2000,4.02,2.2,-1.5,45.9
45972,2000,4.023,2.0,-1.2,46.0
46124,2000,4.027,1.9,-1.1,46.0
[FCU] EKF3 IMU0 switching to compass 1
46326,2000,4.028,1.6,-0.9,45.3
46479,2000,4.031,1.4,-0.5,39.9
46630,2000,4.035,1.3,0.2,36.1
[FCU] EKF3 IMU1 switching to compass 1
46833,2000,4.039,1.2,0.6,35.4
46985,2000,4.039,0.8,0.5,36.7
47137,2000,4.041,0.5,0.4,38.7
47289,2000,4.045,0.3,0.3,40.6
47441,2000,4.049,0.1,0.3,42.2
47593,2000,4.05,0.1,0.3,43.3
47745,2000,4.053,-0.0,0.3,44.1
47897,2000,4.049,-0.2,0.1,44.5
48049,2000,4.046,-0.4,0.1,44.7
48201,2000,4.043,-0.6,0.0,44.8
48353,2000,4.041,-0.8,0.1,44.7
48505,2000,4.036,-0.8,0.0,44.5
48657,2000,4.034,-0.9,-0.0,44.3
48809,2000,4.029,-1.1,-0.1,44.1
48961,2000,4.027,-1.2,-0.1,43.9
49113,2000,4.023,-1.2,-0.1,43.9
49265,2000,4.021,-1.4,-0.3,44.0
49417,2000,4.018,-1.4,-0.5,44.1
49569,2000,4.018,-1.2,-0.5,44.3
49721,2000,4.017,-1.1,-0.4,44.4
49873,2000,4.017,-0.9,-0.5,44.6
50025,2000,4.013,-0.8,-0.6,44.9
50177,2000,4.012,-0.8,-0.6,45.1
50329,2000,4.01,-0.8,-0.6,45.4
50534,2000,3.987,-0.8,-0.7,45.8
50686,2000,3.985,-1.1,-0.9,45.8
50839,2000,3.985,-1.3,-1.0,45.7
50991,2000,3.985,-1.3,-1.0,45.6
51142,2000,3.984,-1.4,-0.9,45.4
51294,2000,3.984,-1.4,-0.7,45.1
51447,2000,3.988,-1.5,-0.7,44.8
51599,2000,3.992,-1.4,-0.6,44.6
51751,2000,3.996,-1.4,-0.7,44.4
51903,2000,4.0,-1.5,-0.9,44.3
52054,2000,4.002,-1.6,-1.1,44.2
52206,2000,4.004,-1.7,-1.3,44.2
52358,2000,4.003,-1.7,-1.4,44.2
52510,2000,4.003,-1.6,-1.2,44.3
52662,2000,4.0,-1.5,-1.1,44.3
52815,2000,3.999,-1.6,-1.0,44.3
52967,2000,3.989,-1.5,-1.0,44.2
53118,2000,3.982,-1.3,-0.8,44.0
53271,2000,3.977,-1.4,-0.8,43.8
53423,2000,3.975,-1.7,-0.7,43.8
53575,2000,3.971,-1.8,-0.7,44.0
53727,2000,3.971,-1.8,-0.6,44.3
53878,2000,3.969,-1.6,-0.5,44.9
54030,2000,3.969,-1.4,-0.5,45.4
54183,2000,3.963,-1.3,-0.7,46.1
54334,2000,3.961,-1.2,-0.7,46.7
54486,2000,3.954,-1.2,-0.9,47.1
54638,2000,3.95,-1.3,-0.8,47.4
54791,2000,3.942,-1.4,-0.8,47.4
54942,2000,3.937,-1.8,-0.7,47.1
55094,2000,3.933,-2.0,-0.8,46.5
55246,2000,3.932,-2.1,-0.6,45.5
55398,2000,3.932,-1.9,-0.6,44.5
55550,2000,3.935,-1.8,-0.7,43.5
55702,2000,3.934,-1.7,-0.8,42.6
55854,2000,3.936,-1.7,-0.8,42.1
56006,2000,3.936,-1.6,-1.0,41.9
56159,2000,3.937,-1.3,-1.1,42.0
56311,2000,3.935,-1.2,-1.2,42.4
56463,2000,3.937,-1.4,-1.1,43.1
56615,2000,3.929,-1.5,-1.1,43.8
56767,2000,3.927,-1.3,-1.1,44.7
56918,2000,3.921,-0.9,-1.3,45.4
57070,2000,3.921,-0.8,-1.6,46.0
57222,2000,3.911,-0.5,-1.7,46.3
57374,2000,3.904,-0.3,-1.7,46.4
57526,2000,3.898,-0.2,-1.8,46.4
57678,2000,3.897,-0.1,-1.9,46.2
57831,2000,3.896,0.3,-2.0,46.1
57982,2000,3.898,0.9,-1.9,46.1
58134,2000,3.898,1.2,-2.1,46.0
58286,2000,3.901,1.0,-2.3,45.8
58438,2000,3.9,0.8,-2.5,45.5
58590,2000,3.906,0.3,-2.3,45.2
58743,2000,3.911,-0.4,-2.1,44.8
58895,2000,3.92,-1.2,-1.9,44.4
59047,2000,3.928,-1.6,-1.9,44.2
59198,2000,3.938,-1.8,-2.0,44.3
59351,2000,3.943,-1.8,-2.0,44.7
59503,2000,3.947,-1.6,-1.9,45.0
59655,2000,3.947,-1.5,-1.8,45.2
59807,2000,3.948,-1.2,-1.7,45.3
59959,2000,3.945,-0.8,-1.6,45.4
60111,2000,3.946,-1.0,-1.3,45.3
60262,2000,3.945,-1.0,-1.4,45.1
60414,2000,3.946,-0.7,-1.5,44.9
60566,2000,3.945,-0.6,-1.5,44.8
60718,2000,3.947,-0.7,-1.4,44.6
60871,2000,3.947,-0.8,-1.3,44.4
61023,2000,3.949,-1.1,-1.1,44.2
61174,2000,3.948,-1.2,-1.0,44.0
61326,2000,3.949,-1.5,-0.9,43.9
61478,2000,3.946,-1.5,-0.9,43.7
61630,2000,3.946,-1.3,-0.9,43.6
61782,2000,3.945,-1.2,-0.9,43.6
61934,2000,3.947,-0.9,-1.0,43.7
62086,2000,3.942,-0.7,-1.3,43.8
62238,2000,3.94,-0.7,-1.5,43.8
62390,2000,3.936,-0.7,-1.7,43.9
62542,2000,3.935,-0.6,-1.8,44.0
62746,2000,3.146,-0.5,-1.6,44.2
62898,2000,3.113,-0.2,-2.4,44.9
63050,2000,3.076,-0.4,-2.5,44.7
63202,2000,3.04,-0.9,-2.5,44.5
63355,2000,3.0,-1.1,-2.7,44.2
63507,2000,2.959,-1.0,-2.7,43.9
63659,2000,2.928,-1.0,-2.6,43.7
63811,2000,2.892,-1.2,-2.4,43.4
63963,2000,2.857,-1.1,-2.3,43.2
64114,2000,2.825,-1.2,-2.5,43.0
64266,2000,2.796,-1.4,-2.6,42.8
64418,2000,2.766,-1.5,-2.6,42.8
64570,2000,2.734,-1.6,-2.4,42.8
64722,2000,2.699,-1.4,-2.3,42.9
64874,2000,2.664,-1.4,-2.3,43.1
65026,2000,2.629,-1.6,-2.1,43.2
65178,2000,2.595,-1.6,-2.0,43.4
65330,2000,2.563,-1.3,-1.8,43.5
65482,2000,2.533,-0.9,-2.0,43.5
65634,2000,2.502,-0.7,-2.2,43.5
65786,2000,2.47,-0.7,-2.3,43.6
65938,2000,2.438,-0.5,-2.1,43.6
66090,2000,2.412,-0.7,-1.9,43.7
66242,2000,2.385,-0.6,-2.0,43.6
66394,2000,2.357,-0.6,-2.2,43.6
66546,2000,2.325,-0.5,-2.3,43.5
66698,2000,2.294,-0.6,-2.4,43.5
66850,2000,2.261,-0.8,-2.4,43.4
67002,2000,2.232,-1.0,-2.6,43.4
67154,2000,2.2,-0.9,-2.6,43.3
67306,2000,2.168,-0.8,-2.7,43.3
67458,2000,2.136,-0.8,-2.6,43.4
67610,2000,2.109,-0.8,-2.6,43.5
67762,2000,2.078,-0.7,-2.6,43.5
67914,2000,2.052,-0.6,-2.5,43.6
68067,2000,2.02,-0.7,-2.3,43.6
68219,2000,1.994,-0.7,-2.2,43.7
68371,2000,1.965,-0.7,-2.3,43.9
68523,2000,1.937,-0.7,-2.5,44.2
68675,2000,1.909,-1.0,-2.4,44.6
68827,2000,1.882,-1.0,-2.3,44.9
68979,2000,1.852,-0.9,-2.2,45.1
69131,2000,1.822,-0.8,-2.2,45.2
69284,2000,1.791,-0.6,-2.2,45.2
69436,2000,1.763,-0.5,-2.2,45.0
69588,2000,1.73,-0.7,-2.2,44.6
69740,2000,1.699,-0.8,-2.2,44.2
69892,2000,1.665,-1.1,-2.2,43.8
70044,2000,1.636,-1.2,-2.3,43.5
70196,2000,1.605,-1.0,-2.7,43.2
70348,2000,1.572,-0.8,-3.0,43.2
70500,2000,1.537,-0.8,-3.0,43.2
70652,2000,1.505,-0.7,-3.1,43.2
70804,2000,1.473,-0.8,-3.4,43.2
70956,2000,1.436,-0.8,-3.3,43.3
71108,2000,1.398,-0.6,-2.9,43.4
71260,2000,1.36,-0.7,-2.7,43.6
71412,2000,1.32,-0.7,-2.6,43.8
71564,2000,1.293,-0.7,-2.4,44.1
71716,2000,1.263,-1.0,-2.5,44.2
71868,2000,1.232,-1.2,-2.6,44.3
72020,2000,1.198,-1.5,-2.7,44.5
72172,2000,1.167,-1.6,-3.0,44.6
72324,2000,1.134,-1.5,-2.8,44.6
72476,2000,1.103,-1.1,-3.0,44.8
72628,2000,1.069,-0.9,-2.7,44.9
72780,2000,1.041,-1.4,-2.1,44.7
72932,2000,1.011,-1.5,-2.4,44.3
73084,2000,0.976,-1.9,-2.5,44.3
73236,2000,0.941,-2.1,-2.1,44.7
73388,2000,0.907,-1.9,-1.8,45.2
73540,2000,0.872,-0.9,-1.4,45.7
73692,2000,0.831,-1.0,-1.5,46.0
73844,2000,0.794,-1.8,-0.8,46.2
73996,2000,0.756,-2.2,-0.1,46.3
74148,2000,0.722,-0.5,0.2,46.6
74300,2000,0.703,0.6,0.4,46.8
74452,2000,0.712,-0.1,-1.1,46.6
74604,2000,0.7,0.7,-1.0,45.9
74756,2000,0.694,0.4,0.3,45.1
74960,2000,0.266,0.4,0.4,43.0
75112,2000,0.257,0.3,0.6,40.9
75264,2000,0.246,0.4,0.6,40.8
75416,2000,0.236,0.4,0.6,40.7
75568,2000,0.226,0.4,0.6,40.7
75720,1000,0.218,0.4,0.6,40.6
75872,1000,0.211,0.4,0.6,40.5
76024,1000,0.206,0.4,0.6,40.4
76176,1000,0.203,0.4,0.6,40.4
76328,1000,0.202,0.4,0.6,40.3
76480,1000,0.2,0.4,0.7,40.3
76632,1000,0.199,0.4,0.7,40.2
76784,1000,0.202,0.4,0.7,40.2
76936,1000,0.204,0.4,0.7,40.1
77088,1000,0.206,0.4,0.7,40.1
77240,1000,0.208,0.4,0.7,40.0
77392,1000,0.207,0.4,0.7,40.0
77544,1000,0.205,0.4,0.6,39.9
77696,1000,0.204,0.4,0.6,39.9
77848,1000,0.203,0.4,0.6,39.9
78000,1000,0.203,0.4,0.7,39.9
78152,1000,0.204,0.7,0.6,39.8
78304,1000,0.216,2.4,1.5,39.9
78456,1000,0.248,3.2,4.6,40.9
78608,1000,0.301,5.3,6.6,42.4
78760,1000,0.387,5.3,5.7,43.3
78912,1000,0.501,3.6,4.0,43.3
79064,1000,0.638,3.8,2.6,43.9
79216,1000,0.779,4.3,0.9,45.0
79368,1000,0.902,5.0,-0.4,47.0
79520,1000,0.981,4.4,-1.1,50.1
79672,1000,1.039,0.4,-1.0,55.4
79824,1000,1.07,-1.6,-1.7,59.8
79975,1000,1.087,-3.9,-4.1,61.3
80128,1000,1.101,-6.8,-8.2,58.6
80280,1000,1.115,-11.7,-12.1,52.0
80432,1000,1.128,-13.3,-16.1,42.6
80584,1000,1.131,-12.3,-18.7,32.6
80736,1000,1.136,-10.0,-18.9,23.2
80888,1000,1.147,-8.2,-18.6,18.0
81040,1000,1.158,-8.0,-18.8,17.6
81192,1000,1.165,-8.8,-18.5,19.4
81344,1000,1.159,-9.2,-18.3,20.8
81496,1000,1.155,-8.5,-18.6,18.8
81648,1000,1.162,-7.5,-19.2,13.6
81800,1000,1.175,-7.2,-19.0,6.8
81952,1000,1.184,-5.6,-18.0,-1.6
82104,1000,1.183,-3.2,-17.0,-8.5
82256,1000,1.185,-1.7,-16.8,-13.9
82408,1000,1.189,-0.4,-18.0,-15.4
82560,1000,1.204,-2.1,-19.0,-13.9
82712,1000,1.218,-3.4,-19.4,-10.3
82864,1000,1.219,-3.7,-19.0,-4.5
83016,1000,1.207,-4.7,-18.1,0.8
83168,1000,1.188,-5.0,-17.1,2.9
83320,1000,1.178,-7.1,-16.6,1.1
83472,1000,1.189,-8.1,-16.6,-3.2
83625,1000,1.199,-7.0,-16.5,-9.0
83776,1000,1.193,-4.2,-15.1,-15.1
83928,1000,1.176,-2.2,-14.0,-19.0
84080,1000,1.16,-1.1,-14.4,-19.6
84232,1000,1.158,-1.1,-14.9,-15.3
84384,1000,1.173,-2.9,-14.4,-8.3
84536,1000,1.181,-2.8,-14.2,-0.5
84688,1000,1.174,-3.5,-14.2,5.6
84840,1000,1.156,-4.4,-15.4,9.2
84992,1000,1.137,-5.4,-16.9,10.0
85144,1000,1.131,-6.9,-18.0,8.5
85296,1000,1.133,-8.2,-17.7,5.9
85448,1000,1.128,-5.3,-16.7,3.6
85600,1000,1.103,-3.1,-14.5,2.3
85752,1000,1.076,-2.6,-13.6,2.3
85904,1000,1.063,-2.3,-14.8,4.0
86056,1000,1.066,-3.3,-14.6,7.5
86208,1000,1.067,-2.8,-14.4,12.0
86360,1000,1.055,-2.1,-15.2,16.2
86512,1000,1.03,-2.6,-16.4,18.2
86664,1000,1.004,-3.8,-16.9,18.1
86867,1000,0.958,-3.9,-16.9,13.9
87020,1000,-0.08,-0.1,0.5,6.6
87172,1000,-0.083,-0.1,0.5,6.6
87324,1000,-0.087,-0.1,0.5,6.5
87475,1000,-0.086,-0.1,0.5,6.5
87628,1000,-0.087,-0.1,0.5,6.4
87780,1000,-0.086,-0.1,0.5,6.4
87932,1000,-0.085,-0.1,0.5,6.3
88084,1000,-0.086,-0.1,0.5,6.3
88236,1000,-0.085,-0.1,0.5,6.3
88388,1000,-0.086,-0.1,0.5,6.2
88540,1000,-0.089,-0.1,0.5,6.2
88692,1000,-0.091,-0.1,0.5,6.2
88844,1000,-0.091,-0.1,0.5,6.2
88996,1000,-0.091,-0.1,0.5,6.2
89148,1000,-0.093,-0.1,0.5,6.1
89300,1000,-0.095,-0.1,0.5,6.1
89452,1000,-0.093,-0.1,0.5,6.1
89604,1000,-0.093,-0.1,0.5,6.1
89756,1000,-0.092,-0.1,0.5,6.1
89908,1000,-0.092,-0.1,0.5,6.0
90060,1000,-0.09,-0.1,0.5,6.0
90212,1000,-0.088,-0.1,0.6,6.0
90364,1000,-0.083,-0.1,0.6,6.0
90516,1000,-0.08,-0.1,0.6,5.9
90668,1000,-0.076,-0.1,0.6,5.9
90820,1000,-0.076,-0.1,0.6,5.9
90972,1000,-0.077,-0.1,0.6,5.9
91124,1000,-0.077,-0.1,0.6,5.9
91276,1000,-0.076,-0.1,0.6,5.8
91428,1000,-0.075,-0.1,0.6,5.8
91580,1000,-0.071,-0.1,0.6,5.8
91732,1000,-0.069,-0.1,0.6,5.8
91884,1000,-0.07,-0.1,0.6,5.8
92036,1000,-0.07,-0.1,0.6,5.7
92188,1000,-0.069,-0.1,0.6,5.7
92340,1000,-0.071,-0.1,0.6,5.7
92492,1000,-0.072,-0.1,0.6,5.7
92644,1000,-0.072,-0.1,0.6,5.7
92797,1000,-0.071,-0.1,0.6,5.7
92949,1000,-0.069,-0.1,0.6,5.6
93101,1000,-0.066,-0.1,0.6,5.6
93253,1000,-0.065,-0.1,0.6,5.6
93405,1000,-0.063,-0.1,0.6,5.6
93557,1000,-0.061,-0.1,0.6,5.6
