Connecting to /dev/ttyUSB0 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,roll,pitch,yaw
93709,1000,-0.06,-0.1,0.6,5.5
93862,1000,-0.06,-0.1,0.6,5.5
94013,1000,-0.059,-0.1,0.7,5.5
94165,1000,-0.058,-0.1,0.7,5.5
94317,1000,-0.054,-0.1,0.7,5.5
94469,1000,-0.051,-0.1,0.7,5.4
94621,1000,-0.049,-0.1,0.7,5.4
94773,1000,-0.046,-0.1,0.7,5.4
94925,1000,-0.046,-0.1,0.7,5.4
95077,1000,-0.046,-0.1,0.7,5.4
95229,1000,-0.047,-0.1,0.7,5.4
95381,1000,-0.046,-0.1,0.7,5.3
95533,1000,-0.044,-0.1,0.7,5.3
95685,1000,-0.043,-0.1,0.7,5.3
95837,1000,-0.041,-0.1,0.7,5.3
95989,1000,-0.042,-0.1,0.7,5.3
96141,1000,-0.04,-0.1,0.7,5.3
96293,1000,-0.04,-0.1,0.7,5.2
96445,1000,-0.038,-0.1,0.8,5.2
96597,1000,-0.036,-0.1,0.8,5.2
96749,1000,-0.036,-0.1,0.7,5.2
96901,1000,-0.036,-0.1,0.7,5.1
97053,1000,-0.037,-0.1,0.7,5.1
97205,1000,-0.04,-0.1,0.7,5.1
97357,1000,-0.041,-0.1,0.7,5.1
97509,1000,-0.044,-0.0,0.7,5.0
97661,1000,-0.047,0.0,0.7,4.9
97813,1000,-0.048,-0.0,0.7,5.0
97978,1000,-0.051,-0.1,0.7,5.0
98130,1000,-0.051,-0.1,0.7,5.0
98283,1000,-0.054,-0.1,0.7,5.0
98435,1000,-0.056,-0.0,0.7,4.9
98587,1000,-0.06,-0.0,0.7,4.8
98791,1000,-0.071,0.0,0.7,4.7
98967,1000,-0.067,-0.1,0.6,4.3
99119,1000,-0.063,-0.1,0.6,4.3
99271,1000,-0.056,-0.1,0.6,4.2
99423,1000,-0.05,-0.1,0.6,4.2
99575,1000,-0.045,-0.1,0.6,4.2
99727,1000,-0.043,-0.1,0.6,4.2
99879,1000,-0.037,-0.1,0.6,4.2
100031,1000,-0.033,-0.1,0.6,4.2
100183,1000,-0.028,-0.1,0.6,4.2
100335,1000,-0.023,-0.1,0.6,4.2
100487,1000,-0.018,-0.1,0.6,4.1
100639,1000,-0.012,-0.1,0.6,4.1
100791,1000,-0.005,-0.1,0.6,4.1
100943,1000,0.0,-0.1,0.6,4.1
101095,1000,0.007,-0.1,0.6,4.1
101247,1000,0.011,-0.1,0.7,4.1
101400,1000,0.016,-0.1,0.7,4.1
101552,1000,0.02,-0.1,0.7,4.1
101704,1000,0.026,-0.1,0.7,4.1
101856,1000,0.032,-0.1,0.7,4.0
102008,1000,0.039,-0.1,0.7,4.0
102160,1000,0.046,-0.2,0.7,4.0
102312,1000,0.053,-0.2,0.7,4.0
102464,1000,0.056,-0.2,0.7,4.0
102616,1000,0.061,-0.2,0.7,4.0
102768,1000,0.063,-0.2,0.7,4.0
102920,1000,0.064,-0.2,0.7,4.0
103072,1000,0.066,-0.2,0.7,3.9
103224,1000,0.069,-0.2,0.7,3.9
103376,1000,0.073,-0.2,0.7,3.9
103528,1000,0.074,-0.2,0.7,3.9
103680,1000,0.076,-0.2,0.7,3.9
103832,1000,0.078,-0.2,0.7,3.9
103984,1000,0.081,-0.2,0.7,3.9
104136,1000,0.084,-0.2,0.7,3.9
104288,1000,0.088,-0.2,0.7,3.9
104440,1000,0.092,-0.2,0.7,3.8
104592,1000,0.094,-0.2,0.7,3.8
104744,1000,0.098,-0.2,0.7,3.8
104896,1000,0.102,-0.2,0.7,3.8
105048,1000,0.107,-0.2,0.7,3.8
105200,1000,0.11,-0.2,0.7,3.8
105351,1000,0.113,-0.3,0.7,3.8
105503,1000,0.115,-0.2,0.7,3.8
105656,1000,0.113,-0.3,0.7,3.7
105808,1000,0.112,-0.3,0.7,3.7
105960,1000,0.109,-0.3,0.7,3.7
106112,1000,0.105,-0.3,0.7,3.7
106264,1000,0.103,-0.3,0.7,3.7
106416,1000,0.101,-0.3,0.7,3.7
106568,1000,0.1,-0.3,0.7,3.7
106720,1000,0.099,-0.3,0.7,3.7
106872,1000,0.095,-0.3,0.7,3.7
107024,1000,0.092,-0.3,0.7,3.6
107176,1000,0.088,-0.2,0.7,3.6
107328,1000,0.085,-0.2,0.7,3.6
107480,1000,0.081,-0.2,0.7,3.6
107632,1000,0.079,-0.2,0.7,3.6
107784,1000,0.077,-0.2,0.7,3.6
107936,1000,0.074,-0.2,0.7,3.6
108088,1000,0.075,-0.2,0.7,3.6
108240,1000,0.075,-0.2,0.7,3.6
108392,1000,0.076,-0.2,0.7,3.6
108544,1000,0.077,-0.2,0.7,3.5
108696,1000,0.077,-0.2,0.7,3.5
108848,1000,0.077,-0.2,0.7,3.5
109000,1000,0.078,-0.2,0.7,3.5
109152,1000,0.079,-0.2,0.7,3.5
109304,1000,0.079,-0.2,0.7,3.5
109456,1000,0.079,-0.2,0.7,3.5
109608,1000,0.079,-0.2,0.7,3.5
109760,1000,0.082,-0.2,0.7,3.5
109912,1000,0.086,-0.2,0.7,3.5
110064,1000,0.09,-0.2,0.7,3.5
110216,1000,0.096,-0.2,0.7,3.4
110368,1000,0.1,-0.2,0.7,3.4
110520,1000,0.104,-0.2,0.7,3.4
110672,1000,0.109,-0.2,0.7,3.4
110876,1000,0.048,-0.2,0.6,3.4
111028,1000,0.046,-0.1,0.5,3.0
111180,1000,0.046,-0.1,0.5,3.0
111332,1000,0.047,-0.1,0.5,3.0
111485,1000,0.05,-0.1,0.5,3.0
111637,1000,0.053,-0.1,0.5,3.0
111789,1000,0.052,-0.1,0.5,3.0
111941,1000,0.053,-0.1,0.5,3.0
112093,1000,0.052,-0.1,0.5,3.0
112245,1000,0.051,-0.1,0.5,3.0
112397,1000,0.05,-0.1,0.5,3.0
112549,1000,0.048,-0.1,0.5,3.0
112701,1000,0.046,-0.1,0.5,3.0
112854,1000,0.044,-0.1,0.5,2.9
113006,1000,0.042,-0.1,0.5,2.9
113158,1000,0.043,-0.1,0.5,2.9
113310,1000,0.044,-0.1,0.5,2.9
113462,1000,0.046,-0.1,0.5,2.9
113613,1000,0.047,-0.1,0.5,2.9
113765,1000,0.048,-0.1,0.5,2.9
113917,1000,0.049,-0.1,0.5,2.9
114069,1000,0.052,-0.1,0.5,2.9
114221,1000,0.056,-0.1,0.5,2.9
114373,1000,0.06,-0.1,0.5,2.9
114525,1000,0.065,-0.1,0.5,2.8
114677,1000,0.07,-0.1,0.5,2.8
114829,1000,0.076,-0.1,0.5,2.8
114981,1000,0.079,-0.1,0.5,2.8
115133,1000,0.081,-0.1,0.5,2.8
115285,1000,0.082,-0.1,0.5,2.8
115437,1000,0.081,-0.1,0.5,2.8
115589,1000,0.079,-0.1,0.5,2.8
115741,1000,0.076,-0.1,0.5,2.8
115893,1000,0.072,-0.1,0.5,2.8
116045,1000,0.066,-0.1,0.5,2.8
116197,1000,0.061,-0.1,0.5,2.8
116349,1000,0.057,-0.1,0.5,2.8
116501,1000,0.052,-0.1,0.5,2.8
116653,1000,0.048,-0.1,0.5,2.8
116805,1000,0.046,-0.1,0.5,2.7
116957,1000,0.042,-0.1,0.5,2.7
117109,1000,0.04,-0.1,0.5,2.7
117261,1000,0.038,-0.1,0.5,2.7
117413,1000,0.038,-0.1,0.6,2.7
117566,1000,0.036,-0.1,0.6,2.7
117717,1000,0.036,-0.1,0.6,2.7
117869,1000,0.036,-0.1,0.6,2.7
118021,1000,0.035,-0.1,0.6,2.7
118173,1000,0.035,-0.1,0.6,2.7
118325,1000,0.036,-0.1,0.6,2.7
118477,1000,0.034,-0.1,0.6,2.7
118629,1000,0.033,-0.1,0.6,2.7
118781,1000,0.03,-0.1,0.6,2.6
118934,1000,0.028,-0.1,0.6,2.6
119086,1000,0.026,-0.1,0.6,2.6
119238,1000,0.023,-0.1,0.6,2.6
119390,1000,0.02,-0.1,0.6,2.6
119542,1000,0.017,-0.1,0.6,2.6
119694,1000,0.015,-0.1,0.6,2.6
119846,1000,0.013,-0.1,0.6,2.6
119998,1000,0.01,-0.1,0.6,2.6
120150,1000,0.009,-0.1,0.6,2.6
120302,1000,0.009,-0.1,0.6,2.6
120454,1000,0.007,-0.1,0.6,2.6
120606,1000,0.001,-0.1,0.6,2.6
120758,1000,-0.002,-0.1,0.6,2.6
120910,1000,-0.006,-0.1,0.6,2.5
121062,1000,-0.009,-0.1,0.6,2.5
121214,1000,-0.013,-0.1,0.6,2.5
121366,1000,-0.015,-0.1,0.6,2.5
121518,1000,-0.017,-0.1,0.6,2.5
121669,1000,-0.019,-0.1,0.6,2.5
121821,1000,-0.022,-0.1,0.6,2.5
121973,1000,-0.024,-0.1,0.6,2.5
122126,1000,-0.026,-0.1,0.6,2.5
122278,1000,-0.028,-0.1,0.6,2.5
122430,1000,-0.027,-0.1,0.6,2.5
122582,1000,-0.027,-0.1,0.6,2.5
122734,1000,-0.028,-0.1,0.6,2.5
122885,1000,-0.028,-0.1,0.6,2.5
123089,1000,0.077,-0.1,0.6,2.4
123241,1000,0.078,-0.1,0.6,2.2
123394,1000,0.077,-0.1,0.6,2.2
123546,1000,0.077,-0.1,0.6,2.2
123698,1000,0.079,-0.1,0.6,2.2
123850,1000,0.078,-0.1,0.6,2.2
124002,1000,0.08,-0.1,0.6,2.2
124153,1000,0.082,-0.1,0.6,2.2
124306,1000,0.082,-0.1,0.6,2.2
124458,1000,0.082,-0.1,0.6,2.2
124610,1000,0.08,-0.1,0.6,2.2
124762,1000,0.078,-0.1,0.6,2.2
124914,1000,0.08,-0.1,0.6,2.1
125066,1000,0.082,-0.1,0.6,2.1
125218,1000,0.085,-0.2,0.6,2.1
125370,1000,0.087,-0.2,0.6,2.1
125522,1000,0.085,-0.2,0.6,2.1
125674,1000,0.085,-0.2,0.6,2.1
125826,1000,0.084,-0.2,0.6,2.1
125978,1000,0.085,-0.2,0.6,2.1
126130,1000,0.088,-0.2,0.6,2.1
126283,1000,0.09,-0.2,0.6,2.1
126435,1000,0.092,-0.2,0.6,2.1
126587,1000,0.092,-0.2,0.6,2.1
126739,1000,0.09,-0.2,0.6,2.1
126891,1000,0.089,-0.2,0.6,2.1
127043,1000,0.087,-0.2,0.6,2.1
127195,1000,0.085,-0.2,0.6,2.1
127347,1000,0.085,-0.2,0.6,2.1
127499,1000,0.085,-0.1,0.6,2.1
127651,1000,0.085,-0.2,0.6,2.0
127803,1000,0.085,-0.2,0.6,2.0
127955,1000,0.086,-0.2,0.6,2.0
128107,1000,0.087,-0.2,0.6,2.0
128259,1000,0.09,-0.2,0.6,2.0
128411,1000,0.091,-0.2,0.6,2.0
128563,1000,0.091,-0.2,0.6,2.0
128715,1000,0.09,-0.2,0.6,2.0
128867,1000,0.089,-0.2,0.6,2.0
129019,1000,0.088,-0.2,0.6,2.0
129171,1000,0.088,-0.2,0.6,2.0
129323,1000,0.088,-0.2,0.6,2.0
129475,1000,0.088,-0.2,0.6,2.0
129627,1000,0.088,-0.2,0.6,2.0
129779,1000,0.087,-0.2,0.6,2.0
129931,1000,0.087,-0.2,0.6,2.0
130083,1000,0.086,-0.2,0.6,2.0
130235,1000,0.086,-0.2,0.6,2.0
130387,1000,0.085,-0.2,0.6,1.9
130539,1000,0.084,-0.2,0.6,1.9
130692,1000,0.082,-0.2,0.6,1.9
130844,1000,0.081,-0.2,0.6,1.9
130996,1000,0.079,-0.2,0.6,1.9
131149,1000,0.078,-0.2,0.6,1.9
131301,1000,0.076,-0.2,0.6,1.9
131453,1000,0.075,-0.2,0.6,1.9
131605,1000,0.074,-0.2,0.6,1.9
131757,1000,0.074,-0.2,0.6,1.9
131909,1000,0.077,-0.2,0.6,1.9
132061,1000,0.079,-0.2,0.6,1.9
132213,1000,0.079,-0.2,0.6,1.9
132365,1000,0.08,-0.2,0.6,1.9
132518,1000,0.081,-0.2,0.6,1.9
132670,1000,0.08,-0.2,0.6,1.9
132822,1000,0.081,-0.2,0.6,1.9
132974,1000,0.08,-0.2,0.6,1.9
133125,1000,0.079,-0.2,0.6,1.9
133277,1000,0.078,-0.2,0.6,1.8
133429,1000,0.075,-0.2,0.6,1.8
133581,1000,0.072,-0.2,0.6,1.8
133733,1000,0.067,-0.2,0.6,1.8
133885,1000,0.065,-0.2,0.6,1.8
134037,1000,0.062,-0.2,0.6,1.8
134190,1000,0.058,-0.2,0.6,1.8
134342,1000,0.054,-0.2,0.6,1.8
134494,1000,0.051,-0.2,0.6,1.8
134646,1000,0.049,-0.2,0.6,1.8
134798,1000,0.047,-0.2,0.6,1.8
134950,1000,0.045,-0.2,0.6,1.8
135155,1000,0.006,-0.2,0.6,1.8
135312,1000,0.003,-0.1,0.5,1.6
135464,1000,0.0,-0.1,0.5,1.6
135616,1000,-0.002,-0.1,0.5,1.6
135768,1000,-0.006,-0.1,0.5,1.6
135920,1000,-0.006,-0.1,0.5,1.6
136072,1000,-0.006,-0.2,0.5,1.6
136224,1000,-0.005,-0.2,0.5,1.6
136376,1000,-0.007,-0.2,0.5,1.6
136528,1000,-0.007,-0.2,0.5,1.6
136680,1000,-0.005,-0.2,0.5,1.6
136832,1000,-0.004,-0.2,0.5,1.6
136984,1000,-0.002,-0.2,0.5,1.6
137136,1000,-0.002,-0.2,0.5,1.6
137288,1000,-0.001,-0.2,0.6,1.6
137440,1000,-0.001,-0.2,0.6,1.6
137592,1000,-0.002,-0.2,0.6,1.6
137744,1000,-0.003,-0.2,0.5,1.6
137896,1000,-0.003,-0.2,0.5,1.6
138048,1000,-0.005,-0.2,0.6,1.5
138200,1000,-0.004,-0.2,0.5,1.5
138352,1000,-0.001,-0.2,0.6,1.5
138504,1000,0.0,-0.2,0.6,1.5
138656,1000,0.003,-0.2,0.6,1.5
138808,1000,0.008,-0.2,0.6,1.5
138960,1000,0.014,-0.2,0.6,1.5
139112,1000,0.019,-0.1,0.6,1.5
139264,1000,0.024,-0.1,0.6,1.5
139416,1000,0.027,-0.1,0.6,1.5
139568,1000,0.031,-0.1,0.6,1.5
139720,1000,0.035,-0.1,0.6,1.5
139872,1000,0.039,-0.1,0.6,1.5
140024,1000,0.043,-0.1,0.6,1.5
140176,1000,0.045,-0.1,0.5,1.5
140328,1000,0.049,-0.1,0.5,1.5
140480,1000,0.054,-0.1,0.5,1.5
140632,1000,0.056,-0.1,0.5,1.5
140784,1000,0.06,-0.1,0.6,1.5
140936,1000,0.063,-0.1,0.6,1.5
141088,1000,0.067,-0.1,0.5,1.5
141240,1000,0.07,-0.1,0.5,1.5
141392,1000,0.071,-0.1,0.5,1.5
141544,1000,0.072,-0.1,0.5,1.5
141697,1000,0.076,-0.1,0.5,1.5
141849,1000,0.077,-0.1,0.5,1.5
142001,1000,0.078,-0.1,0.5,1.5
142153,1000,0.082,-0.1,0.5,1.5
142305,1000,0.086,-0.1,0.5,1.5
142457,1000,0.088,-0.1,0.5,1.5
142610,1000,0.091,-0.1,0.5,1.5
142762,1000,0.095,-0.1,0.5,1.5
142916,1000,0.1,-0.1,0.5,1.4
143069,1000,0.103,-0.1,0.5,1.4
143222,1000,0.107,-0.1,0.5,1.4
143375,1000,0.112,-0.1,0.5,1.4
143528,1000,0.117,-0.1,0.5,1.4
143681,1000,0.119,-0.1,0.6,1.4
143833,1000,0.12,-0.1,0.6,1.4
143985,1000,0.122,-0.1,0.5,1.4
144137,1000,0.123,-0.1,0.6,1.4
144289,1000,0.124,-0.1,0.6,1.4
144442,1000,0.127,-0.1,0.6,1.4
144594,1000,0.13,-0.1,0.6,1.4
144745,1000,0.135,-0.1,0.6,1.4
144897,1000,0.14,-0.1,0.6,1.4
145049,1000,0.146,-0.1,0.6,1.4
145201,1000,0.15,-0.1,0.6,1.4
145353,1000,0.152,-0.1,0.6,1.4
145505,1000,0.156,-0.1,0.6,1.4
145657,1000,0.16,-0.1,0.6,1.4
145809,1000,0.162,-0.1,0.6,1.4
145961,1000,0.162,-0.1,0.6,1.4
146113,1000,0.163,-0.1,0.6,1.4
146265,1000,0.162,-0.1,0.6,1.4
146417,1000,0.162,-0.1,0.6,1.4
146569,1000,0.165,-0.1,0.6,1.4
146721,1000,0.168,-0.1,0.6,1.4
146873,1000,0.17,-0.1,0.6,1.4
147025,1000,0.174,-0.1,0.6,1.4
147177,1000,0.178,-0.1,0.6,1.4
147330,1000,0.183,-0.1,0.6,1.4
147482,1000,0.247,-0.1,0.7,1.3
147634,1000,0.244,-0.1,0.7,1.3
147786,1000,0.24,-0.1,0.7,1.3
147938,1000,0.238,-0.1,0.7,1.3
148090,1000,0.238,-0.1,0.7,1.3
148242,1000,0.238,-0.1,0.7,1.3
148394,1000,0.238,-0.1,0.7,1.3
148546,1000,0.236,-0.1,0.7,1.3
148698,1000,0.233,-0.1,0.7,1.3
148850,1000,0.231,-0.1,0.7,1.3
149003,1000,0.228,-0.1,0.7,1.3
149155,1000,0.225,-0.1,0.7,1.3
149307,1000,0.223,-0.1,0.7,1.3
149459,1000,0.221,-0.1,0.7,1.2
149611,1000,0.219,-0.1,0.7,1.2
149763,1000,0.219,-0.1,0.7,1.2
149915,1000,0.221,-0.1,0.7,1.2
150067,1000,0.222,-0.1,0.7,1.2
150219,1000,0.224,-0.1,0.7,1.2
150371,1000,0.225,-0.1,0.7,1.2
150523,1000,0.226,-0.1,0.7,1.2
150675,1000,0.229,-0.1,0.7,1.2
150827,1000,0.23,-0.1,0.7,1.2
150979,1000,0.233,-0.2,0.7,1.2
151131,1000,0.237,-0.2,0.7,1.2
151283,1000,0.241,-0.2,0.7,1.2
151435,1000,0.244,-0.2,0.7,1.2
151587,1000,0.246,-0.2,0.7,1.2
151739,1000,0.248,-0.2,0.7,1.2
151892,1000,0.249,-0.2,0.7,1.2
152044,1000,0.249,-0.2,0.7,1.2
152196,1000,0.247,-0.2,0.7,1.2
152348,1000,0.246,-0.2,0.7,1.2
152500,1000,0.245,-0.2,0.7,1.2
152652,1000,0.245,-0.2,0.7,1.2
152804,1000,0.245,-0.2,0.7,1.2
152956,1000,0.245,-0.2,0.7,1.2
153108,1000,0.25,-0.2,0.7,1.2
153261,1000,0.254,-0.2,0.7,1.2
153412,1000,0.258,-0.2,0.7,1.2
153564,1000,0.26,-0.2,0.7,1.2
153716,1000,0.262,-0.2,0.7,1.2
153868,1000,0.265,-0.2,0.7,1.2
154021,1000,0.269,-0.2,0.7,1.2
154173,1000,0.268,-0.2,0.7,1.2
154325,1000,0.267,-0.2,0.7,1.2
154477,1000,0.267,-0.2,0.7,1.2
154629,1000,0.266,-0.2,0.6,1.2
154781,1000,0.264,-0.2,0.6,1.2
154933,1000,0.261,-0.2,0.6,1.2
155085,1000,0.259,-0.2,0.6,1.2
155237,1000,0.258,-0.2,0.6,1.2
155389,1000,0.257,-0.2,0.6,1.2
155541,1000,0.257,-0.2,0.6,1.2
155693,1000,0.259,-0.2,0.6,1.2
155845,1000,0.262,-0.2,0.6,1.2
155997,1000,0.265,-0.2,0.7,1.2
156149,1000,0.271,-0.2,0.7,1.2
156301,1000,0.274,-0.2,0.7,1.2
156453,1000,0.279,-0.2,0.7,1.2
156605,1000,0.281,-0.2,0.7,1.2
156757,1000,0.286,-0.2,0.7,1.2
156909,1000,0.287,-0.2,0.7,1.2
157061,1000,0.287,-0.2,0.7,1.2
157212,1000,0.289,-0.2,0.7,1.2
157365,1000,0.289,-0.2,0.7,1.2
157517,1000,0.287,-0.2,0.7,1.2
157668,1000,0.285,-0.2,0.7,1.2
157821,1000,0.284,-0.2,0.7,1.2
157973,1000,0.282,-0.2,0.7,1.2
158125,1000,0.281,-0.2,0.7,1.2
158277,1000,0.277,-0.2,0.7,1.2
158429,1000,0.274,-0.2,0.7,1.2
158581,1000,0.268,-0.2,0.7,1.2
158733,1000,0.263,-0.2,0.7,1.2
158885,1000,0.259,-0.2,0.7,1.2
159037,1000,0.257,-0.2,0.7,1.2
159189,1000,0.253,-0.2,0.7,1.2
159341,1000,0.248,-0.2,0.7,1.2
159494,1000,0.242,-0.2,0.7,1.2
159646,1000,0.237,-0.3,0.7,1.2
159850,1000,0.108,-0.2,0.6,1.1
160001,1000,0.109,-0.2,0.6,1.1
160153,1000,0.114,-0.2,0.6,1.1
160305,1000,0.117,-0.2,0.6,1.1
160457,1000,0.121,-0.2,0.6,1.1
160610,1000,0.122,-0.2,0.6,1.1
160762,1000,0.125,-0.2,0.6,1.1
160914,1000,0.129,-0.2,0.6,1.1
161066,1000,0.131,-0.2,0.6,1.1
161218,1000,0.134,-0.2,0.6,1.1
161369,1000,0.136,-0.2,0.6,1.1
161521,1000,0.135,-0.2,0.6,1.1
161673,1000,0.134,-0.2,0.6,1.1
161825,1000,0.133,-0.2,0.6,1.1
161978,1000,0.131,-0.2,0.6,1.1
162130,1000,0.132,-0.2,0.6,1.1
162282,1000,0.133,-0.2,0.6,1.1
162434,1000,0.133,-0.2,0.6,1.1
162586,1000,0.133,-0.1,0.6,1.1
162738,1000,0.135,-0.1,0.6,1.1
162890,1000,0.137,-0.1,0.6,1.1
163041,1000,0.14,-0.1,0.6,1.1
163194,1000,0.144,-0.1,0.6,1.1
163345,1000,0.147,-0.1,0.6,1.1
163498,1000,0.15,-0.1,0.6,1.1
163650,1000,0.151,-0.1,0.6,1.1
163802,1000,0.15,-0.1,0.6,1.1
163954,1000,0.148,-0.1,0.6,1.1
164106,1000,0.145,-0.1,0.6,1.1
164258,1000,0.143,-0.1,0.6,1.1
164410,1000,0.14,-0.1,0.6,1.1
164563,1000,0.139,-0.1,0.6,1.1
164715,1000,0.137,-0.1,0.6,1.1
164867,1000,0.136,-0.1,0.6,1.1
165019,1000,0.138,-0.1,0.6,1.1
165171,1000,0.139,-0.1,0.6,1.1
165323,1000,0.142,-0.1,0.6,1.1
165475,1000,0.142,-0.1,0.6,1.1
165627,1000,0.142,-0.1,0.6,1.1
165779,1000,0.141,-0.1,0.6,1.1
165931,1000,0.141,-0.1,0.6,1.1
166083,1000,0.142,-0.1,0.6,1.1
166235,1000,0.143,-0.1,0.6,1.1
166387,1000,0.145,-0.1,0.6,1.1
166540,1000,0.145,-0.1,0.6,1.1
166692,1000,0.146,-0.1,0.6,1.1
166844,1000,0.147,-0.1,0.6,1.1
166995,1000,0.147,-0.1,0.6,1.1
167147,1000,0.147,-0.1,0.6,1.1
167299,1000,0.148,-0.1,0.6,1.1
167451,1000,0.149,-0.1,0.6,1.1
167603,1000,0.147,-0.1,0.6,1.1
167755,1000,0.146,-0.1,0.6,1.1
167907,1000,0.145,-0.1,0.6,1.1
168059,1000,0.145,-0.1,0.6,1.1
168211,1000,0.145,-0.1,0.6,1.1
168363,1000,0.144,-0.1,0.6,1.1
168515,1000,0.142,-0.1,0.6,1.1
168667,1000,0.138,-0.1,0.6,1.1
168819,1000,0.135,-0.1,0.6,1.1
168971,1000,0.134,-0.1,0.6,1.1
169123,1000,0.134,-0.1,0.6,1.1
169275,1000,0.139,-0.1,0.6,1.1
169426,1000,0.142,-0.1,0.6,1.1
169579,1000,0.146,-0.1,0.6,1.1
169731,1000,0.146,-0.1,0.6,1.1
169883,1000,0.144,-0.1,0.6,1.1
170035,1000,0.141,-0.1,0.6,1.1
170187,1000,0.136,-0.1,0.6,1.1
170339,1000,0.132,-0.1,0.6,1.1
170491,1000,0.125,-0.1,0.6,1.1
170643,1000,0.121,-0.1,0.6,1.1
170795,1000,0.116,-0.1,0.6,1.1
170947,1000,0.114,-0.1,0.6,1.1
171099,1000,0.111,-0.1,0.6,1.1
171251,1000,0.108,-0.1,0.6,1.1
171403,1000,0.106,-0.1,0.6,1.1
171555,1000,0.104,-0.1,0.6,1.1
171707,1000,0.103,-0.1,0.6,1.1
171859,1000,0.102,-0.1,0.6,1.1
172011,1000,0.1,-0.1,0.6,1.1
172163,1000,0.1,-0.1,0.6,1.1
172418,1000,0.075,-0.1,0.6,1.2
172570,1000,0.077,-0.1,0.6,1.2
172722,1000,0.08,-0.1,0.7,1.2
172873,1000,0.082,-0.1,0.7,1.2
173026,1000,0.084,-0.1,0.7,1.2
173177,1000,0.085,-0.1,0.7,1.2
173329,1000,0.087,-0.1,0.7,1.2
173481,1000,0.091,-0.1,0.7,1.2
173634,1000,0.094,-0.1,0.7,1.2
173786,1000,0.098,-0.1,0.7,1.2
173938,1000,0.1,-0.1,0.7,1.2
174090,1000,0.104,-0.1,0.7,1.2
174242,1000,0.107,-0.1,0.7,1.2
174394,1000,0.11,-0.1,0.7,1.2
174546,1000,0.112,-0.1,0.7,1.2
174698,1000,0.117,-0.1,0.7,1.2
174850,1000,0.12,-0.1,0.7,1.2
175002,1000,0.122,-0.1,0.7,1.2
175153,1000,0.122,-0.1,0.7,1.2
175306,1000,0.12,-0.1,0.7,1.2
175457,1000,0.117,-0.2,0.7,1.2
175610,1000,0.113,-0.2,0.7,1.2
175761,1000,0.108,-0.2,0.7,1.2
175914,1000,0.103,-0.2,0.7,1.2
176065,1000,0.1,-0.1,0.7,1.2
176217,1000,0.099,-0.1,0.7,1.2
176370,1000,0.099,-0.1,0.7,1.2
176522,1000,0.097,-0.1,0.7,1.2
176674,1000,0.097,-0.1,0.7,1.2
176826,1000,0.095,-0.1,0.7,1.2
176978,1000,0.094,-0.1,0.7,1.2
177130,1000,0.093,-0.1,0.7,1.2
177282,1000,0.091,-0.1,0.7,1.2
177434,1000,0.087,-0.1,0.7,1.2
177586,1000,0.086,-0.1,0.7,1.2
177738,1000,0.082,-0.1,0.7,1.2
177890,1000,0.079,-0.1,0.7,1.2
178042,1000,0.076,-0.1,0.7,1.2
178194,1000,0.075,-0.1,0.7,1.2
178346,1000,0.07,-0.1,0.7,1.2
178498,1000,0.066,-0.1,0.7,1.2
178651,1000,0.063,-0.1,0.7,1.2
178803,1000,0.061,-0.1,0.7,1.2
178955,1000,0.058,-0.1,0.7,1.2
179107,1000,0.057,-0.1,0.7,1.2
179259,1000,0.06,-0.1,0.7,1.2
179411,1000,0.062,-0.1,0.7,1.2
179563,1000,0.063,-0.1,0.7,1.2
179715,1000,0.064,-0.1,0.7,1.2
179867,1000,0.063,-0.1,0.7,1.2
180019,1000,0.062,-0.1,0.7,1.2
180171,1000,0.059,-0.1,0.7,1.2
180323,1000,0.057,-0.1,0.7,1.2
180474,1000,0.053,-0.1,0.7,1.2
180627,1000,0.051,-0.1,0.7,1.2
180778,1000,0.047,-0.1,0.7,1.2
180930,1000,0.043,-0.1,0.7,1.2
181082,1000,0.04,-0.1,0.7,1.2
181234,1000,0.038,-0.1,0.7,1.2
181387,1000,0.037,-0.1,0.7,1.2
181539,1000,0.036,-0.1,0.7,1.2
181691,1000,0.031,-0.1,0.7,1.2
181843,1000,0.027,-0.1,0.6,1.2
181995,1000,0.023,-0.1,0.6,1.2
182147,1000,0.022,-0.1,0.6,1.2
182299,1000,0.019,-0.1,0.6,1.2
182451,1000,0.016,-0.1,0.6,1.2
182603,1000,0.013,-0.1,0.6,1.2
182754,1000,0.009,-0.1,0.6,1.2
182907,1000,0.008,-0.1,0.6,1.2
183059,1000,0.006,-0.1,0.6,1.2
183211,1000,0.005,-0.1,0.6,1.2
183363,1000,0.006,-0.1,0.6,1.2
183515,1000,0.008,-0.1,0.7,1.2
183667,1000,0.01,-0.1,0.7,1.2
183819,1000,0.012,-0.1,0.7,1.2
183971,1000,0.013,-0.1,0.7,1.2
184123,1000,0.014,-0.1,0.7,1.2
184275,1000,0.015,-0.1,0.7,1.2
184427,1000,0.016,-0.1,0.7,1.2
184579,1000,0.016,-0.2,0.7,1.2
184835,1000,0.059,-0.2,0.7,1.2
184986,1000,0.059,-0.2,0.7,1.2
185138,1000,0.059,-0.2,0.7,1.2
185290,1000,0.059,-0.2,0.7,1.2
185442,1000,0.057,-0.2,0.7,1.2
185594,1000,0.054,-0.2,0.7,1.2
